,MOUSEID,SEX,DIET,CHOICE_SESSION,PELLET_TYPE,COUNT,MEAL_SIZE,SNACK_SIZE,NUMBER_OF_MEALS,MEAL_FREQUENCY,NUMBER_OF_SNACKS,SNACK_FREQUENCY,NUMBER_OF_MEGA_MEALS,AVERAGE_MEGA_MEAL_SIZE,MEALS_HOUR_0,MEALS_HOUR_1,MEALS_HOUR_2,MEALS_HOUR_3,MEALS_HOUR_4,MEALS_HOUR_5,MEALS_HOUR_6,MEALS_HOUR_7,MEALS_HOUR_8,MEALS_HOUR_9,MEALS_HOUR_10,MEALS_HOUR_11,MEALS_HOUR_12,MEALS_HOUR_13,MEALS_HOUR_14,MEALS_HOUR_15,MEALS_HOUR_16,MEALS_HOUR_17,MEALS_HOUR_18,MEALS_HOUR_19,MEALS_HOUR_20,MEALS_HOUR_21,MEALS_HOUR_22,MEALS_HOUR_23
0,FEDXDF1,F,PR,0.0,MIX,210,3.45,1.0,20,0.9203277389336981,10,0.46016386946684906,19,6.894736842105263,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0
1,FEDXDF1,F,PR,0.0,MIX,296,2.723404255319149,1.0,47,0.98774657178384,33,0.6935241886992919,22,6.136363636363637,2.0,2.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,0.0,0.0,5.0,3.0
2,FEDXDF2,F,PR,0.0,MIX,350,2.9444444444444446,1.0,36,1.6270369347427625,12,0.5423456449142542,33,7.03030303030303,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0
3,FEDXDF2,F,PR,0.0,MIX,330,2.7714285714285714,1.0,70,1.4398025413657556,46,0.9461559557546394,16,5.625,6.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,7.0,9.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,1.0
4,FEDXDF3,F,PR,0.0,MIX,291,3.0,1.0,22,0.9321704742064192,15,0.6355707778680131,26,8.076923076923077,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
5,FEDXDF3,F,PR,0.0,MIX,375,2.803921568627451,1.0,51,1.050709915931761,27,0.5562581907874029,28,7.321428571428571,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,7.0,5.0,2.0,1.0,4.0,2.0,0.0,2.0
6,FEDXDF4,F,PR,0.0,MIX,294,3.2333333333333334,1.0,30,1.2634682202646266,5,0.21057803671077108,26,7.384615384615385,4.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0
7,FEDXDF4,F,PR,0.0,MIX,312,3.032258064516129,1.0,31,0.637008116716326,25,0.5137162231583273,29,6.655172413793103,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0
8,FEDXDF5,F,PR,0.0,MIX,227,3.2,1.0,15,0.9125937943621983,7,0.4258771040356925,20,8.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
9,FEDXDF5,F,PR,0.0,MIX,363,2.8,1.0,30,0.6488629877737391,23,0.4974616239598666,32,8.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0
10,FEDXDF6,F,PR,0.0,MIX,296,2.7906976744186047,1.0,43,1.9685890506771795,10,0.4578114071342278,21,7.904761904761905,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0
11,FEDXDF6,F,PR,0.0,MIX,328,2.9166666666666665,1.0,36,0.8274541101356743,23,0.5286512370311253,26,7.6923076923076925,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,0.0,3.0,6.0,0.0,1.0
12,FEDXDF7,F,PR,0.0,MIX,249,3.0,1.0,26,1.1654837504669406,16,0.7172207695181173,21,7.380952380952381,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
13,FEDXDF7,F,PR,0.0,MIX,328,2.914285714285714,1.0,35,0.7189811010682005,28,0.5751848808545604,29,6.827586206896552,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,6.0
14,FEDXDF8,F,PR,0.0,MIX,244,2.9285714285714284,1.0,42,1.7691245641541666,16,0.673952214915873,15,7.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0
15,FEDXDF8,F,PR,0.0,MIX,316,2.769230769230769,1.0,52,1.072447494758069,35,0.7218396599333158,21,6.523809523809524,1.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,4.0,3.0,4.0,2.0,1.0,6.0,3.0,3.0,0.0
16,FEDXDF9,F,PR,0.0,MIX,260,2.857142857142857,1.0,42,1.7926798904473402,13,0.5548771089479863,16,7.9375,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,3.0,3.0,0.0,4.0,4.0
17,FEDXDF9,F,PR,0.0,MIX,275,2.6323529411764706,1.0,68,1.4041125354899768,34,0.7020562677449884,11,5.636363636363637,5.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,5.0,6.0,3.0,10.0,10.0,3.0,2.0,0.0,0.0,3.0,5.0
18,FEDXDF10,F,PR,0.0,MIX,250,3.0833333333333335,1.0,36,1.672927235410293,11,0.5111722108198118,21,6.095238095238095,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0
19,FEDXDF10,F,PR,0.0,MIX,301,2.6031746031746033,1.0,63,1.3174097911196823,59,1.2337647250168453,12,6.5,1.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,5.0,7.0,4.0,5.0,6.0,6.0,6.0,3.0,3.0,0.0,1.0
20,FEDXDF1,F,PR,1.0,CAS20,112,2.5833333333333335,1.0,24,1.0722263588979897,23,1.0275502606105733,4,6.75,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0
21,FEDXDF2,F,PR,1.0,CAS20,118,2.515151515151515,1.0,33,1.3801756587202008,25,1.0455876202425762,2,5.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0
22,FEDXDF3,F,PR,1.0,CAS20,111,2.6,1.0,30,1.2548217688339454,26,1.087512199656086,1,7.0,0.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0
23,FEDXDF4,F,PR,1.0,CAS20,136,2.75,1.0,32,1.3415315818893236,10,0.4192286193404136,7,5.428571428571429,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0
24,FEDXDF5,F,PR,1.0,CAS20,96,2.5,1.0,24,1.1076071071456042,14,0.6461041458349358,4,5.5,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
25,FEDXDF6,F,PR,1.0,CAS20,149,3.0,1.0,29,1.3917587618146188,10,0.47991681441883405,10,5.2,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
26,FEDXDF7,F,PR,1.0,CAS20,141,2.6470588235294117,1.0,34,1.46741476046612,24,1.0358221838584378,5,5.4,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0
27,FEDXDF8,F,PR,1.0,CAS20,100,2.7666666666666666,1.0,30,1.3147163012648058,17,0.7450059040500566,0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0
28,FEDXDF9,F,PR,1.0,CAS20,108,2.272727272727273,1.0,33,1.4116305045271988,28,1.1977470947503506,1,5.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
29,FEDXDF10,F,PR,1.0,CAS20,72,2.5217391304347827,1.0,23,0.9928533742625545,9,0.3885078421027387,1,5.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0
30,FEDXDF1,F,PR,1.0,CAS5,65,2.1666666666666665,1.0,18,0.8136103961328395,26,1.1752150166363238,0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0
31,FEDXDF2,F,PR,1.0,CAS5,38,2.2,1.0,10,0.42064428683266536,16,0.6730308589322647,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
32,FEDXDF3,F,PR,1.0,CAS5,89,2.409090909090909,1.0,22,0.9216589861751153,31,1.298701298701299,1,5.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
33,FEDXDF4,F,PR,1.0,CAS5,48,2.5833333333333335,1.0,12,0.5148127845174821,17,0.7293181113997664,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
34,FEDXDF5,F,PR,1.0,CAS5,50,2.375,1.0,16,0.7461429848310168,12,0.5596072386232626,0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
35,FEDXDF6,F,PR,1.0,CAS5,45,2.111111111111111,1.0,9,0.42599629225449337,15,0.7099938204241556,2,5.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,FEDXDF7,F,PR,1.0,CAS5,62,2.2666666666666666,1.0,15,0.6798866855524079,28,1.2691218130311614,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,FEDXDF8,F,PR,1.0,CAS5,68,2.2857142857142856,1.0,21,0.9196632767261934,20,0.8758697873582795,0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
38,FEDXDF9,F,PR,1.0,CAS5,86,2.3636363636363638,1.0,22,0.9467002952461779,34,1.4630822744713659,0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0
39,FEDXDF10,F,PR,1.0,CAS5,77,2.4583333333333335,1.0,24,1.1443557038979617,18,0.8582667779234712,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0
40,FEDXDF1,F,PR,2.0,CAS20,188,2.5833333333333335,1.0,36,1.6157989228007181,21,0.9425493716337522,11,6.7272727272727275,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0
41,FEDXDF2,F,PR,2.0,CAS20,112,2.433333333333333,1.0,30,1.4288738357324302,22,1.0478408128704488,3,5.666666666666667,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0
42,FEDXDF3,F,PR,2.0,CAS20,129,3.0,1.0,20,0.8885926913251139,16,0.710874153060091,8,6.625,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0
43,FEDXDF4,F,PR,2.0,CAS20,128,3.1153846153846154,1.0,26,1.1631519429359645,13,0.5815759714679822,6,5.666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0
44,FEDXDF5,F,PR,2.0,CAS20,114,2.675675675675676,1.0,37,1.9601495129057895,15,0.7946552079347795,0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0
45,FEDXDF6,F,PR,2.0,CAS20,216,2.883720930232558,1.0,43,1.9385135558199234,22,0.9917976332101933,12,5.833333333333333,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0
46,FEDXDF7,F,PR,2.0,CAS20,191,2.65,1.0,40,1.6954740262798473,21,0.8901238637969199,11,5.818181818181818,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,4.0,5.0,5.0,2.0,0.0
47,FEDXDF8,F,PR,2.0,CAS20,126,2.72972972972973,1.0,37,1.6161714209447082,15,0.6552046301127195,2,5.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
48,FEDXDF9,F,PR,2.0,CAS20,169,2.7142857142857144,1.0,42,1.7685865344125766,23,0.9685116736068872,6,5.333333333333333,3.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,0.0,0.0
49,FEDXDF10,F,PR,2.0,CAS20,96,2.6956521739130435,1.0,23,0.9950248756218906,11,0.4758814622539477,4,5.75,2.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
50,FEDXDF1,F,PR,2.0,SUC,3,0.0,1.0,0,0.0,3,0.14248585036347086,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,FEDXDF2,F,PR,2.0,SUC,48,2.6666666666666665,1.0,9,0.4137244135711823,24,1.1032651028564862,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
52,FEDXDF3,F,PR,2.0,SUC,61,2.2,1.0,15,0.6709158000670916,28,1.2523761601252377,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0
53,FEDXDF4,F,PR,2.0,SUC,43,2.3333333333333335,1.0,6,0.2680466103272402,29,1.295558616581661,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
54,FEDXDF5,F,PR,2.0,SUC,68,2.533333333333333,1.0,15,0.6922988166818375,30,1.384597633363675,0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
55,FEDXDF6,F,PR,2.0,SUC,29,2.5,1.0,4,0.18466273403436778,19,0.877147986663247,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,FEDXDF7,F,PR,2.0,SUC,26,2.0,1.0,4,0.16935597685468315,18,0.7621018958460742,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,FEDXDF8,F,PR,2.0,SUC,57,2.3636363636363638,1.0,11,0.4841904482429756,31,1.3645367177756584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
58,FEDXDF9,F,PR,2.0,SUC,34,2.2,1.0,5,0.22776737358910762,23,1.0477299185098952,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
59,FEDXDF10,F,PR,2.0,SUC,90,2.347826086956522,1.0,23,1.0029191245048996,36,1.5697864557467993,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0
60,FEDXDF1,F,PR,3.0,CAS5,197,2.75,1.0,32,1.4118858235387841,20,0.88242863971174,14,6.357142857142857,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0
61,FEDXDF2,F,PR,3.0,CAS5,124,2.65625,1.0,32,1.4252486762013163,28,1.247092591676152,2,5.5,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0
62,FEDXDF3,F,PR,3.0,CAS5,123,2.6,1.0,35,1.5806111696522658,22,0.9935270209242814,2,5.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0
63,FEDXDF4,F,PR,3.0,CAS5,144,2.696969696969697,1.0,33,1.473652872878833,14,0.6251860672819292,7,5.857142857142857,2.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0
64,FEDXDF5,F,PR,3.0,CAS5,126,2.6944444444444446,1.0,36,1.5956857385587118,24,1.0637904923724746,1,5.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0
65,FEDXDF6,F,PR,3.0,CAS5,205,2.4745762711864407,1.0,59,2.7951046190288196,18,0.852743782076589,7,5.857142857142857,3.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,3.0,7.0,3.0,3.0,6.0,2.0,4.0,3.0
66,FEDXDF7,F,PR,3.0,CAS5,173,2.7777777777777777,1.0,36,1.6079603965309743,17,0.7593146316951823,10,5.6,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0
67,FEDXDF8,F,PR,3.0,CAS5,134,2.225,1.0,40,1.9984456533807036,35,1.7486399467081157,2,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0
68,FEDXDF9,F,PR,3.0,CAS5,186,2.4864864864864864,1.0,37,1.6585523776319557,25,1.12064349839997,9,7.666666666666667,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0
69,FEDXDF10,F,PR,3.0,CAS5,98,2.4074074074074074,1.0,27,1.2774681947219009,33,1.5613500157712124,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0
70,FEDXDF1,F,PR,3.0,SUC,21,2.25,1.0,4,0.19835257169618994,12,0.5950577150885699,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,FEDXDF2,F,PR,3.0,SUC,33,2.0,1.0,3,0.13617278813783712,27,1.2255550932405341,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,FEDXDF3,F,PR,3.0,SUC,36,2.1666666666666665,1.0,6,0.26669629958884317,23,1.0223358150905655,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
73,FEDXDF4,F,PR,3.0,SUC,27,2.0,1.0,5,0.22740767879928747,17,0.7731861079175774,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,FEDXDF5,F,PR,3.0,SUC,45,2.2222222222222223,1.0,9,0.4029650266155913,25,1.1193472961544202,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
75,FEDXDF6,F,PR,3.0,SUC,33,2.0,1.0,9,0.4330103575008353,15,0.7216839291680588,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
76,FEDXDF7,F,PR,3.0,SUC,19,2.0,1.0,1,0.04537376640072598,17,0.7713540288123417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,FEDXDF8,F,PR,3.0,SUC,25,2.0,1.0,2,0.10223497003947406,21,1.0734671854144775,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,FEDXDF9,F,PR,3.0,SUC,22,2.0,1.0,1,0.04637322719016888,20,0.9274645438033776,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,FEDXDF10,F,PR,3.0,SUC,65,2.0,1.0,10,0.4823215745119844,45,2.1704470853039295,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
80,FEDXDF1,F,PR,4.0,CAS5,66,2.4285714285714284,1.0,7,0.30671859785783834,49,2.1470301850048683,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,FEDXDF2,F,PR,4.0,CAS5,77,2.5555555555555554,1.0,9,0.39327070133275077,54,2.3596242079965046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,FEDXDF3,F,PR,4.0,CAS5,63,3.3333333333333335,1.0,3,0.13231726740339617,53,2.337605057459999,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
